146 914.477600 192.168.1.9 1253 63.247.142.190 80 333 8 7 8030 8 2 8363 16 914.880310 0.402710 S2F1G0 -1433692 7300
147 915.440979 192.168.1.9 1254 63.247.142.190 80 365 5 4 1682 5 3 2047 10 916.015808 0.574829 S2F1G0 -1434652 1738
148 915.528625 192.168.1.9 1255 63.247.142.190 80 348 6 5 2984 5 2 3332 11 916.017273 0.488647 S2F1G0 -1434740 2920
149 916.363281 192.168.1.9 1256 63.247.142.190 80 358 5 4 2049 5 3 2407 10 916.643433 0.280151 S2F1G0 -1435575 2105
150 916.371094 192.168.1.9 1257 63.247.142.190 80 356 5 4 1355 4 3 1711 9 916.581116 0.210022 S2F1G0 -1435583 1399
151 916.690674 192.168.1.9 1258 63.247.142.190 80 347 6 5 2566 5 3 2913 11 917.081543 0.390869 S2F1G0 -1435899 2622
152 916.874756 192.168.1.9 1259 63.247.142.190 80 359 5 4 1329 4 3 1688 9 917.089966 0.215210 S2F1G0 -1436083 1373
153 922.035522 192.168.1.9 1260 63.247.142.190 80 405 8 7 5989 7 2 6394 15 922.565063 0.529541 S2F1G0 -1441188 5840
154 923.178589 192.168.1.9 1261 63.247.142.190 80 340 6 5 2803 5 3 3143 11 923.642700 0.464111 S2F1G0 -1442327 2859
155 923.183655 192.168.1.9 1262 63.247.142.190 80 352 6 5 1990 5 3 2342 11 923.693420 0.509766 S2F1G0 -1442332 2046
156 923.738892 192.168.1.9 1263 63.247.142.190 80 331 7 6 1599 5 3 1930 12 923.965332 0.226440 S2F1G0 -1442887 1655
157 923.795593 192.168.1.9 1264 63.247.142.190 80 330 7 6 1686 5 3 2016 12 924.065063 0.269470 S2F1G0 -1442944 1742
158 924.018738 192.168.1.9 1265 63.247.142.190 80 344 6 5 3011 5 2 3355 11 924.275574 0.256836 S2F1G0 -1443163 2920
159 924.108276 192.168.1.9 1266 63.247.142.190 80 343 6 5 2246 6 3 2589 12 924.711243 0.602966 S2F2G0 -1443253 1460
160 924.327148 192.168.1.9 1267 63.247.142.190 80 340 6 5 2163 5 3 2503 11 924.821045 0.493896 S2F1G0 -1443472 2219
161 924.863159 192.168.1.9 1268 63.247.142.190 80 344 6 5 2806 6 4 3150 12 928.123657 3.260498 S2F1G0 -1444008 2874
162 924.926025 192.168.1.9 1269 63.247.142.190 80 341 6 5 5476 6 2 5817 12 928.140442 3.214417 S2F1G0 -1444071 4380
163 934.751831 192.168.1.9 1271 192.206.148.133 80 -716 88 87 129991 101 5 129275 189 944.715027 9.963196 S2F2G0 336 128524
164 936.458923 192.168.1.9 1272 192.206.148.133 80 326 6 5 62 6 5 388 12 940.098328 3.639404 S4F2G0 390 126
165 936.963196 192.168.1.9 1274 208.38.45.191 80 13161 73 41 27446 44 5 40607 117 1526.826294 589.863098 S2F1G0 -1456021 27970
166 940.151978 192.168.1.9 1276 206.65.183.140 80 375 5 4 127 3 2 502 8 940.585632 0.433655 S2F2G0 431 0
167 940.788452 192.168.1.9 1278 66.218.75.184 80 270 13 12 16189 13 1 16459 26 941.132446 0.343994 S2F1G0 -1459847 16060
168 947.992126 192.168.1.9 1279 208.38.45.191 80 3259 20 12 10891 15 2 14150 35 956.418701 8.426575 S2X0G0 -1467052 1986415762
169 951.207092 192.168.1.9 1281 192.206.148.131 80 348 4 3 370 4 3 718 8 951.435669 0.228577 S2F1G0 -1470267 414
170 951.376770 192.168.1.9 1282 192.206.148.131 80 342 4 3 517 4 3 859 8 951.778564 0.401794 S2F1G0 -1470437 561
